,Number,Position,Age,Height,Weight,Salary,Bonus,NewSalary
393,0.0,PG,20.0,6-5,200.0,3102240.0,15000,3117240.0
394,1.0,PG,34.0,6-0,190.0,4345000.0,15000,4360000.0
395,23.0,C,21.0,7-0,280.0,1842000.0,15000,1857000.0
396,9.0,SG,23.0,6-9,214.0,258489.0,15000,273489.0
397,6.0,SG,23.0,6-7,210.0,4842684.105381166,15000,4857684.105381166
398,88.0,PF,28.0,6-10,240.0,3950001.0,15000,3965001.0
399,5.0,C,26.0,6-11,241.0,1474440.0,15000,1489440.0
400,21.0,PF,40.0,6-11,240.0,8500000.0,15000,8515000.0
401,1.0,PG,20.0,6-2,195.0,1282080.0,15000,1297080.0
402,8.0,PG,21.0,6-5,189.0,2148360.0,15000,2163360.0
403,15.0,SF,23.0,6-6,223.0,2056920.0,15000,2071920.0
404,33.0,PF,25.0,6-10,237.0,1938840.0,15000,1953840.0
405,14.0,C,30.0,6-11,307.0,12100000.0,15000,12115000.0
406,12.0,SF,36.0,6-9,212.0,947276.0,15000,962276.0
407,9.0,PG,25.0,6-4,194.0,12700000.0,15000,12715000.0
408,10.0,SF,29.0,6-9,230.0,1149500.0,15000,1164500.0
409,4.0,PF,25.0,6-10,250.0,4842684.105381166,15000,4857684.105381166
410,32.0,C,20.0,7-0,244.0,5703600.0,15000,5718600.0
411,22.0,SG,21.0,6-8,199.0,5758680.0,15000,5773680.0
412,12.0,C,22.0,7-0,255.0,2279040.0,15000,2294040.0
413,4.0,PF,35.0,6-10,255.0,3750000.0,15000,3765000.0
414,35.0,SF,27.0,6-9,240.0,20158622.0,15000,20173622.0
415,6.0,SG,32.0,6-4,213.0,3135000.0,15000,3150000.0
416,34.0,SF,24.0,6-7,230.0,1140240.0,15000,1155240.0
417,9.0,PF,26.0,6-10,245.0,12250000.0,15000,12265000.0
418,11.0,C,24.0,6-11,245.0,16407500.0,15000,16422500.0
419,33.0,PF,24.0,6-10,255.0,1463040.0,15000,1478040.0
420,13.0,C,38.0,6-10,250.0,222888.0,15000,237888.0
421,2.0,SG,30.0,6-5,210.0,3344000.0,15000,3359000.0
422,22.0,PG,21.0,6-3,185.0,2021520.0,15000,2036520.0
423,21.0,SG,24.0,6-7,210.0,1210800.0,15000,1225800.0
424,5.0,SF,28.0,6-8,228.0,4500000.0,15000,4515000.0
425,3.0,SG,24.0,6-4,220.0,5138430.0,15000,5153430.0
426,0.0,PG,27.0,6-3,200.0,16744218.0,15000,16759218.0
427,34.0,PF,20.0,6-8,240.0,525093.0,15000,540093.0
428,8.0,SF,25.0,6-9,215.0,8042895.0,15000,8057895.0
429,5.0,SG,23.0,6-5,206.0,625093.0,15000,640093.0
430,23.0,SG,24.0,6-6,210.0,947276.0,15000,962276.0
431,17.0,C,27.0,6-10,240.0,6980802.0,15000,6995802.0
432,4.0,SF,23.0,6-9,215.0,2894059.0,15000,2909059.0
433,9.0,SG,28.0,6-5,215.0,6000000.0,15000,6015000.0
434,35.0,C,34.0,7-0,265.0,5016000.0,15000,5031000.0
435,11.0,PF,24.0,7-1,245.0,3075880.0,15000,3090880.0
436,0.0,PG,25.0,6-3,195.0,4236287.0,15000,4251287.0
437,3.0,SG,24.0,6-4,200.0,2525160.0,15000,2540160.0
438,44.0,SG,23.0,6-7,185.0,525093.0,15000,540093.0
439,24.0,C,26.0,6-11,235.0,1415520.0,15000,1430520.0
440,2.0,PG,30.0,6-1,173.0,2854940.0,15000,2869940.0
441,21.0,PF,20.0,6-9,240.0,2637720.0,15000,2652720.0
442,33.0,PF,28.0,6-8,228.0,4775000.0,15000,4790000.0
443,3.0,PG,23.0,6-1,191.0,2658240.0,15000,2673240.0
444,10.0,SG,24.0,6-6,214.0,9463484.0,15000,9478484.0
445,11.0,PG,20.0,6-6,190.0,3777720.0,15000,3792720.0
446,15.0,PF,24.0,6-10,265.0,12000000.0,15000,12015000.0
447,27.0,C,23.0,7-1,245.0,1175880.0,15000,1190880.0
448,20.0,SF,26.0,6-8,226.0,15409570.0,15000,15424570.0
449,5.0,SG,23.0,6-8,206.0,1348440.0,15000,1363440.0
450,2.0,SF,28.0,6-8,226.0,2050000.0,15000,2065000.0
451,23.0,SF,26.0,6-6,206.0,981348.0,15000,996348.0
452,41.0,PF,20.0,6-10,234.0,2239800.0,15000,2254800.0
453,8.0,PG,26.0,6-3,203.0,2433333.0,15000,2448333.0
454,25.0,PG,24.0,6-1,179.0,900000.0,15000,915000.0
455,21.0,C,26.0,7-3,256.0,2900000.0,15000,2915000.0
456,24.0,C,26.0,7-0,231.0,947276.0,15000,962276.0
457,,,26.938730853391686,,,4842684.105381166,15000,4857684.105381166
